rating,date,variation,verified_reviews,feedback,cleaned_reviews,sentiment_score,sentiment_label,label
5,29-Jul-18,White,This is our 2nd one and we love it!,1,this is our nd one and we love it,0.6369,Positive,1
4,29-Jul-18,White,"So i am not sure how i feel about the echo dot, it's so many things that i need to get used to you have to ask her the right questions or she won't understand you.",1,so i am not sure how i feel about the echo dot its so many things that i need to get used to you have to ask her the right questions or she wont understand you,-0.2411,Negative,0
1,29-Jul-18,Black,This thing barely works. You have to select 3rd party apps to do stuff you'd think it could do out of the box. I'm sending mine back asap. Waste of money.,0,this thing barely works you have to select rd party apps to do stuff youd think it could do out of the box im sending mine back asap waste of money,-0.0258,Neutral,2
3,29-Jul-18,Black,Gift for my man. He doesn’t like that you have to plug it in and the pictures do not show the cord. Would prefer it cordless. Still works though for the purpose we bought it.,1,gift for my man he doesnt like that you have to plug it in and the pictures do not show the cord would prefer it cordless still works though for the purpose we bought it,0.1999,Positive,1
5,28-Jul-18,Black,"This is our 5th Amazon Echo device.  We have purchased refurbished before and been satisfied, this time is no different.  You can't tell this from brand new, and the price was $10 cheaper.  Our Echo's wake us up, keep timers, play music for us, act as encyclopedias, turn our lights on and off and so much more.",1,this is our th amazon echo device  we have purchased refurbished before and been satisfied this time is no different  you cant tell this from brand new and the price was  cheaper  our echos wake us up keep timers play music for us act as encyclopedias turn our lights on and off and so much more,0.5719,Positive,1
5,28-Jul-18,White,"This small echo dot is amazing the sounds that come out are great.it changes my nest thermostat,and my Phillips hue lights.without leaving my chair.",1,this small echo dot is amazing the sounds that come out are greatit changes my nest thermostatand my phillips hue lightswithout leaving my chair,0.5859,Positive,1
5,28-Jul-18,White,We talk to her all the time for songs and just because we can . There aren’t dislikes about this device.,1,we talk to her all the time for songs and just because we can  there arent dislikes about this device,0.3089,Positive,1
5,28-Jul-18,Black,I’m never disappointed with amazons technology.,1,im never disappointed with amazons technology,0.3875,Positive,1
5,28-Jul-18,Black,Worked as promised.,1,worked as promised,0.3612,Positive,1
1,28-Jul-18,Black,I returned 2 Echo Dots & am only getting refund for 1. I returned 2 in one package. I want my refunds for both of them. They are in the same package. Can you not see them both???!!!,0,i returned  echo dots  am only getting refund for  i returned  in one package i want my refunds for both of them they are in the same package can you not see them both,0.0772,Positive,1
1,28-Jul-18,Black,not working,0,not working,0.0,Neutral,2
3,27-Jul-18,Black,Has weird pauses in her speech pattern that are not present in my other echo devices.,1,has weird pauses in her speech pattern that are not present in my other echo devices,-0.1779,Negative,0
5,27-Jul-18,Black,I sure love Alexa!  LOL!  Thank you!  Great price and product!,1,i sure love alexa  lol  thank you  great price and product,0.9423,Positive,1
5,27-Jul-18,Black,It works,1,it works,0.0,Neutral,2
1,27-Jul-18,Black,I'm an Echo fan but this one did not work,0,im an echo fan but this one did not work,0.1655,Positive,1
1,26-Jul-18,Black, ,0, ,0.0,Neutral,2
5,26-Jul-18,White,Bought for my bathroom to listen when I'm in the shower.  Love it.,1,bought for my bathroom to listen when im in the shower  love it,0.6369,Positive,1
2,26-Jul-18,Black,Doesn't always respond when spoken to with promp word. I thought it would connect to my echo upstairs and use it like an intercom haven't been able to do that.,0,doesnt always respond when spoken to with promp word i thought it would connect to my echo upstairs and use it like an intercom havent been able to do that,0.3612,Positive,1
5,26-Jul-18,Black,Fast shipping and works well,1,fast shipping and works well,0.2732,Positive,1
5,26-Jul-18,Black,I Love it!!!!,1,i love it,0.6369,Positive,1
5,26-Jul-18,White,LOVE LOVE LOVE my new and free assistant!  :),1,love love love my new and free assistant  ,0.9509,Positive,1
5,25-Jul-18,Black,"Six words, &#34;Alexa, tell me a poop joke.&#34;",1,six words alexa tell me a poop joke,0.296,Positive,1
1,25-Jul-18,White,It worked for a month or so then it stopped. I've tried everything to try and make it work but nothing is working. I want a refund,0,it worked for a month or so then it stopped ive tried everything to try and make it work but nothing is working i want a refund,-0.034,Neutral,2
2,25-Jul-18,Black,Poor quality. Gave it away.,0,poor quality gave it away,-0.4767,Negative,0
4,25-Jul-18,Black,Refurbished is the way to go. My Echo works just like new.,1,refurbished is the way to go my echo works just like new,0.3612,Positive,1
4,25-Jul-18,Black,love it,1,love it,0.6369,Positive,1
5,25-Jul-18,White,We have five of them. Need I say more?,1,we have five of them need i say more,0.0,Neutral,2
3,24-Jul-18,Black,The speakers arent too loud.. alexa is great though. Besides that naw,1,the speakers arent too loud alexa is great though besides that naw,0.6249,Positive,1
5,24-Jul-18,Black,It works great and sounds good!,1,it works great and sounds good,0.7906,Positive,1
1,24-Jul-18,Black,"Never could get it to work. A techie friend looked at it for me and said the adapter wasn't strong enough to power it and that it looked like it had been bought at a dollar store. So, I am going to replace the adapter and hope it works then.",0,never could get it to work a techie friend looked at it for me and said the adapter wasnt strong enough to power it and that it looked like it had been bought at a dollar store so i am going to replace the adapter and hope it works then,0.7094,Positive,1
5,24-Jul-18,Black,Almost like having Star Trek in your home!  Fun to try and outsmart !,1,almost like having star trek in your home  fun to try and outsmart ,0.6712,Positive,1
5,23-Jul-18,White,"This was an add on for my echo system, the refurbished product works like new!",1,this was an add on for my echo system the refurbished product works like new,0.3612,Positive,1
5,23-Jul-18,Black,"Great for my office. I use this daily in many ways, to include spelling for me and background music.",1,great for my office i use this daily in many ways to include spelling for me and background music,0.6249,Positive,1
5,23-Jul-18,Black,Awesome. I love Alexa.,1,awesome i love alexa,0.8519,Positive,1
5,22-Jul-18,White,"I wasn't sure I really wanted one of these, but now that I have it, it is extremely useful.  Get one, you'll love it!",1,i wasnt sure i really wanted one of these but now that i have it it is extremely useful  get one youll love it,0.8912,Positive,1
2,22-Jul-18,White,"Initially, this echo dot worked very well. Over time, the dot stopped responding to 'alexa' unless you were within one foot of it yelling. The other echos/echo dots in other rooms would respond without a response from this echo dot. Would not recommend buying refurbished.",0,initially this echo dot worked very well over time the dot stopped responding to alexa unless you were within one foot of it yelling the other echosecho dots in other rooms would respond without a response from this echo dot would not recommend buying refurbished,-0.1573,Negative,0
5,21-Jul-18,Black,Great Product fast shipping,1,great product fast shipping,0.6249,Positive,1
1,20-Jul-18,Black,"I bought an echo dot that had been refurbished but its stops whatever function its performing quite often, doesn't wake up every time, randomly turns on but does nothing. Do not buy a refurbished Echo dot.",0,i bought an echo dot that had been refurbished but its stops whatever function its performing quite often doesnt wake up every time randomly turns on but does nothing do not buy a refurbished echo dot,-0.2263,Negative,0
